Ticker,Scale_Configuration,N_Pattern_Tokens,OOS_Accuracy,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown
QQQ,SingleScale_w4,111,0.42561654733492443,0.38970465248252206,0.4683503980091294,-0.4380247510704336
QQQ,SingleScale_w16,2171,0.4693715194908512,0.7107883322999393,0.8933059009019999,-0.38955464734317485
QQQ,SingleScale_w32,565,0.45704057279236276,0.6493186185433821,0.8294458164439276,-0.3074414007031167
QQQ,Full_MultiScale_MSOPT,15615,0.43556085918854415,0.6714584008004946,0.8168564190005414,-0.40458000401589805
