Ticker,Stride_Configuration,Stride_s,OOS_Accuracy,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown
SPY,Dense_Overlapping_s1,1,0.44630071599045346,0.8472229273217532,1.105621492629126,-0.23986070670711837
SPY,Partial_Overlapping_s2,2,0.4602227525855211,0.8968530110186015,1.1084733856011681,-0.22728206471979556
SPY,Non_Overlapping_s4,4,0.41765704584040747,1.0515341093867692,1.2795797538358749,-0.07935511873554511
