Ticker,Model,OOS_Accuracy,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown
SPY,PyTorch_MSOPT_ConvTransformer,0.47215592680986473,0.7622585988807612,0.8944539641354171,-0.3371726769000345
