Ticker,Stride_Configuration,Stride_s,OOS_Accuracy,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown
QQQ,Dense_Overlapping_s1,1,0.4451073985680191,0.7356432514267502,0.8846805767634293,-0.3501890145279446
QQQ,Partial_Overlapping_s2,2,0.4606205250596659,0.6990157859369212,0.8634232953061496,-0.41321932961636243
QQQ,Non_Overlapping_s4,4,0.4397283531409168,0.9048233400907549,1.1462604273111394,-0.12646909375875864
